st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
49152-65535/tcp,"132.186.119.75,163.242.209.182,132.186.119.128,129.103.219.15,161.218.188.195,161.218.81.40,129.73.168.93,139.23.197.20,132.186.119.194,132.186.119.77,146.254.254.35,158.226.143.6,132.186.119.199,132.186.119.78,132.186.119.76,10.144.150.0,10.142.200.0,161.218.81.99,161.218.188.111,161.218.81.39","tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535,tcp_49152-65535","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_4378,wuser_4378,wuser_1872,wuser_1872,wuser_1872","604,601,601,645,640,610,801,601,601,601,801,601,601,601,601,436,436,341,341,341","588,585,585,629,624,594,785,585,585,585,785,585,585,585,585,421,421,326,326,326"
4999/tcp,"129.214.226.163,129.214.226.217","tcp_4999,tcp_4999","a_whitelisting,a_whitelisting","805,805","789,789"
50/esp,"194.138.20.192,157.163.134.14","ESP,ESP","wuser_5198,a_cRSP","525,966","510,950"
50/tcp,194.138.20.192,tcp_50,wuser_5198,525,510
500/tcp,194.138.20.192,tcp_500,wuser_5198,525,510
500/udp,"194.138.20.192,147.54.155.166,157.163.134.14,139.22.147.253,147.54.155.135,147.54.155.167,147.54.155.158,10.142.200.0,10.144.150.0","udp_500,IKE,IKE,IKE,IKE,IKE,IKE,udp_500,udp_500","wuser_5198,a_whitelist,a_cRSP,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_4378,wuser_4378","525,818,966,881,835,819,820,436,436","510,802,950,865,819,803,804,421,421"
5000-5100/tcp,132.186.119.75,tcp_5000-5100,a_whitelist,604,588
50000/tcp,139.24.237.69,tcp_50000,a_whitelist,666,650
50001/tcp,"139.22.155.177,139.21.188.23,139.24.237.95,139.21.188.200,139.21.188.201,139.21.188.202,139.21.188.230,139.22.155.176,139.24.237.69,144.145.46.20,144.145.46.18","tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001,tcp_50001","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","706,706,656,706,706,706,706,706,666,131,130","690,690,640,690,690,690,690,690,650,118,117"
50004/tcp,"139.21.188.24,139.21.188.25,139.24.237.69","tcp_50004,tcp_50004,tcp_50004","a_whitelist,a_whitelist,a_whitelist","707,707,666","691,691,650"
50012/tcp,"139.21.188.24,139.21.188.25","tcp_50012,tcp_50012","a_whitelist,a_whitelist","707,707","691,691"
50013-59913/tcp,"139.22.180.153,139.22.180.175,157.163.142.80,139.22.180.71","tcp_50013-59913,tcp_50013-59913,tcp_50013-59913,tcp_50013-59913","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
50013/tcp,"139.21.188.25,139.21.188.24,139.21.236.164,139.21.236.132","tcp_50013,tcp_50013,tcp_50013,tcp_50013","a_whitelist,a_whitelist,a_Colorado_Rembreak,a_Colorado_Rembreak","707,707,1132,1130","691,691,1116,1114"
50014-59914/tcp,"139.22.180.153,139.22.180.175,157.163.142.80,139.22.180.71","tcp_50014-59914,tcp_50014-59914,tcp_50014-59914,tcp_50014-59914","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
50014/tcp,"139.21.236.132,139.21.236.164","TCP_50014,TCP_50014","a_Colorado_Rembreak,a_Colorado_Rembreak","1130,1132","1114,1116"
5002/tcp,"129.214.226.163,129.214.226.217","tcp_5002,tcp_5002","a_whitelisting,a_whitelisting","805,805","789,789"
50021/tcp,"139.21.188.24,139.21.188.25","tcp_50021,tcp_50021","a_whitelist,a_whitelist","707,707","691,691"
5004/tcp,"129.73.27.146,129.73.32.18,129.73.53.61,129.73.53.62,129.73.57.173,129.73.58.2,129.73.58.20,129.73.58.218,129.73.58.236,129.73.6.108,129.73.6.124,129.73.76.164,129.73.80.139,129.73.80.140,129.73.80.141,129.73.80.142,129.73.80.156,129.73.80.66,129.73.84.10,129.73.84.3,129.73.94.98,129.73.98.66,136.157.1.12,136.157.10.228,136.157.10.229,136.157.10.242,136.157.102.98,136.157.107.211,136.157.107.220,136.157.108.140,136.157.108.75,136.157.125.138,136.157.127.146,136.157.128.12,136.157.128.242,136.157.131.172,136.157.131.188,136.157.134.116,136.157.134.122,136.157.134.218,136.157.143.130,136.157.144.10,136.157.144.3,136.157.15.114,136.157.15.122,136.157.15.42,136.157.15.98,136.157.16.19,136.157.167.84,136.157.167.85,136.157.167.86,136.157.167.87,136.157.167.88,136.157.167.98,136.157.168.4,136.157.168.5,136.157.168.6,136.157.168.7,136.157.172.84,136.157.186.220,136.157.189.210,136.157.202.4,136.157.202.5,136.157.202.6,136.157.204.218,136.157.206.42,129.73.58.196,136.157.237.188,136.157.24.132,136.157.24.133,136.157.","tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_5004,tcp_500","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_wh","829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,829,829,829,829,829,829,829,829,829,829,829,829,829,829","813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,813,813,813,813,813,813,813,813,813,813,813,813,813,813"
5006/tcp,"194.138.226.157,129.214.179.149","tcp_5006,tcp_5006","a_whitelist,a_whitelist","1331,1331","1312,1312"
50236/udp,136.157.210.102,udp_50236,a_whitelist,830,814
504/tcp,"10.225.128.69,10.225.128.70","TCP_504,TCP_504","a_SAP_Ap8,a_SAP_Ap8","1309,1310","1290,1291"
5044/tcp,"149.246.96.6,132.186.33.172,129.73.47.22,140.231.188.242,132.186.61.241,149.246.96.7,165.218.212.10,132.186.61.241,165.218.6.17,149.246.96.9,132.186.33.172,132.186.33.173,149.246.96.8,140.231.188.242,209.243.224.135,132.186.45.170,132.186.33.173","tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044,tcp_5044","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","956,954,956,953,953,956,956,954,956,956,953,954,956,954,956,956,953","940,938,940,937,937,940,940,938,940,940,937,938,940,938,940,940,937"
50505/tcp,"136.157.210.126,136.157.210.11,136.157.210.72,136.157.210.124,136.157.210.10,136.157.210.73,136.157.210.9,136.157.210.12,136.157.210.125","tcp_50505,tcp_50505,tcp_50505,tcp_50505,tcp_50505,tcp_50505,tcp_50505,tcp_50505,tcp_50505","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
5060-5062/udp,"136.157.210.126,136.157.210.11,136.157.210.12,136.157.210.125,136.157.210.10,136.157.210.72,136.157.210.73,136.157.210.9,136.157.210.124","udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062,udp_5060-5062","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
5060/tcp,"136.157.71.18,129.73.158.12,136.157.210.33,136.157.10.228,136.157.167.84,136.157.210.10,136.157.31.163,136.157.73.146,136.157.210.11,136.157.81.138,136.157.10.229,136.157.210.34,136.157.210.12,136.157.210.83,136.157.77.138,136.157.125.131,136.157.210.22,136.157.210.82,136.157.10.242,136.157.210.83,136.157.210.70,136.157.210.74,136.157.91.181,136.157.88.122,136.157.210.71,136.157.15.98,136.157.102.98,136.157.210.94,136.157.210.72,136.157.176.156,136.157.210.85,136.157.210.85,136.157.210.73,136.157.210.75,136.157.107.211,136.157.16.19,136.157.210.75,136.157.15.122,141.29.103.68,136.157.47.2,136.157.210.76,136.157.210.87,136.157.210.91,141.29.103.69,136.157.210.78,136.157.210.77,136.157.108.140,136.157.125.130,136.157.210.79,136.157.82.228,136.157.77.130,136.157.210.88,136.157.210.9,136.157.176.154,136.157.108.75,136.157.240.34,136.157.210.93,136.157.210.78,136.157.210.93,136.157.210.94,136.157.204.100,136.157.125.138,136.157.210.87,136.157.210.102,136.157.210.89,157.226.0.227,136.157.210.124,136.157.210.13,136.","sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,sip-tcp,","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_wh","834,821,823,829,826,821,825,834,821,834,829,823,821,833,834,826,821,825,829,823,821,833,834,834,821,829,829,833,821,826,823,833,821,833,829,829,821,829,834,825,821,825,833,834,821,833,829,825,821,834,834,825,821,825,829,834,821,833,833,821,825,829,833,823,825,834,825,823,833,829,831,834,823,829,825,829,834,823,826,829,825,825,823,833,829,833,823,834,833,834,825,823,833,829,829,834,823,829,829,825,825,823,833,826,826,834,826,834,829,826,834,826,831,834,825,831,829,829,829,829,834,834,834,829,834,834,829,831,834,834,831,834,831,834,834,834,829,829,829,831,829,829,823,829,834,834,834,831,829,829,834,834,834,829,834,831,834,829,834,834,829,825,829,829,834,834,834,834,834,834,829,834,829,821,834,834,833,829,834,834,829,829,834,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,828,827,827,826,826,826,826,826,826,826,826,826,826,826","818,805,807,813,810,805,809,818,805,818,813,807,805,817,818,810,805,809,813,807,805,817,818,818,805,813,813,817,805,810,807,817,805,817,813,813,805,813,818,809,805,809,817,818,805,817,813,809,805,818,818,809,805,809,813,818,805,817,817,805,809,813,817,807,809,818,809,807,817,813,815,818,807,813,809,813,818,807,810,813,809,809,807,817,813,817,807,818,817,818,809,807,817,813,813,818,807,813,813,809,809,807,817,810,810,818,810,818,813,810,818,810,815,818,809,815,813,813,813,813,818,818,818,813,818,818,813,815,818,818,815,818,815,818,818,818,813,813,813,815,813,813,807,813,818,818,818,815,813,813,818,818,818,813,818,815,818,813,818,818,813,809,813,813,818,818,818,818,818,818,813,818,813,805,818,818,817,813,818,818,813,813,818,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,812,811,811,810,810,810,810,810,810,810,810,810,810,810"
5060/udp,"136.157.172.84,129.73.158.12,136.157.204.107,136.157.186.220,136.157.70.186,136.157.210.10,136.157.27.18,136.157.69.228,136.157.10.229,136.157.210.11,136.157.210.12,136.157.168.6,136.157.15.42,136.157.10.242,136.157.210.22,136.157.210.74,136.157.98.42,136.157.210.70,136.157.167.87,136.157.102.98,136.157.210.71,136.157.61.138,136.157.210.72,136.157.210.75,136.157.107.211,136.157.210.73,136.157.210.75,136.157.26.250,136.157.107.220,136.157.210.76,136.157.59.186,136.157.81.163,136.157.210.77,136.157.108.140,136.157.94.234,136.157.210.79,136.157.15.122,136.157.144.10,136.157.81.138,136.157.26.178,136.157.108.75,136.157.88.114,136.157.210.9,136.157.59.178,136.157.210.78,136.157.94.154,136.157.210.93,136.157.167.88,136.157.125.138,136.157.210.94,136.157.24.132,136.157.81.130,136.157.206.42,136.157.210.102,136.157.210.79,136.157.127.146,136.157.210.13,157.226.0.227,136.157.58.42,136.157.248.52,136.157.210.14,136.157.24.134,136.157.204.218,136.157.78.106,136.157.91.180,136.157.248.51,136.157.128.12,136.157.202.6,136.","sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip,sip","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_wh","829,821,826,829,834,821,834,834,829,821,821,829,829,829,821,833,834,821,829,829,821,834,821,833,829,821,821,834,829,821,834,834,833,829,834,821,829,829,834,834,829,834,821,834,833,834,821,829,829,821,834,834,829,823,833,829,823,834,834,834,823,834,829,834,834,834,829,829,823,833,829,823,829,823,834,829,834,833,834,829,823,823,833,829,821,834,823,829,834,823,829,834,829,823,834,834,829,834,833,834,829,829,829,829,823,834,823,833,834,829,823,834,829,825,829,825,829,834,834,833,834,829,825,829,825,829,825,829,833,829,834,829,825,829,829,829,825,829,825,829,833,829,825,829,834,829,825,829,834,829,825,829,833,829,825,834,825,829,825,829,833,829,829,829,834,829,825,829,825,829,834,829,825,829,833,829,834,829,825,829,826,829,826,829,833,829,834,829,826,829,834,829,826,829,834,829,826,828,834,827,834,827,834,826,826,826,834,826,829,826,829,826,826,826,829,826,821,826,834,826,826,826,829,826","813,805,810,813,818,805,818,818,813,805,805,813,813,813,805,817,818,805,813,813,805,818,805,817,813,805,805,818,813,805,818,818,817,813,818,805,813,813,818,818,813,818,805,818,817,818,805,813,813,805,818,818,813,807,817,813,807,818,818,818,807,818,813,818,818,818,813,813,807,817,813,807,813,807,818,813,818,817,818,813,807,807,817,813,805,818,807,813,818,807,813,818,813,807,818,818,813,818,817,818,813,813,813,813,807,818,807,817,818,813,807,818,813,809,813,809,813,818,818,817,818,813,809,813,809,813,809,813,817,813,818,813,809,813,813,813,809,813,809,813,817,813,809,813,818,813,809,813,818,813,809,813,817,813,809,818,809,813,809,813,817,813,813,813,818,813,809,813,809,813,818,813,809,813,817,813,818,813,809,813,810,813,810,813,817,813,818,813,810,813,818,813,810,813,818,813,810,812,818,811,818,811,818,810,810,810,818,810,813,810,813,810,810,810,813,810,805,810,818,810,810,810,813,810"
